iter	Passed	Remaining
1659	49551	28059
1660	49582	28030
1661	49609	27998
1662	49633	27965
1663	49657	27932
1664	49680	27898
1665	49706	27866
1666	49732	27834
1667	49767	27807
1668	49807	27783
1669	49838	27754
1670	49869	27725
1671	49899	27695
1672	49933	27668
1673	49975	27644
1674	50008	27616
1675	50038	27586
1676	50071	27558
1677	50101	27528
1678	50137	27502
1679	50175	27477
1680	50208	27448
1681	50237	27418
1682	50267	27388
1683	50297	27358
1684	50328	27329
1685	50364	27303
1686	50401	27277
1687	50435	27249
1688	50464	27219
1689	50497	27190
1690	50531	27163
1691	50568	27136
1692	50599	27108
1693	50632	27079
1694	50665	27051
1695	50696	27021
1696	50731	26994
1697	50773	26971
1698	50803	26941
1699	50837	26913
1700	50865	26883
1701	50894	26852
1702	50927	26824
1703	50971	26801
1704	51002	26772
1705	51035	26744
1706	51064	26713
1707	51095	26684
1708	51128	26656
1709	51167	26631
1710	51201	26603
1711	51235	26575
1712	51264	26544
1713	51294	26515
1714	51324	26485
1715	51360	26458
1716	51395	26430
1717	51424	26400
1718	51454	26370
1719	51484	26340
1720	51513	26310
1721	51551	26284
1722	51585	26256
1723	51618	26228
1724	51650	26199
1725	51683	26171
1726	51723	26146
1727	51761	26120
1728	51788	26088
1729	51811	26055
1730	51836	26022
1731	51862	25991
1732	51887	25958
1733	51913	25927
1734	51947	25898
1735	51976	25868
1736	51999	25835
1737	52026	25803
1738	52058	25774
1739	52085	25743
1740	52110	25711
1741	52149	25685
1742	52175	25653
1743	52198	25620
1744	52226	25589
1745	52251	25557
1746	52278	25525
1747	52307	25495
1748	52337	25465
1749	52365	25434
1750	52390	25402
1751	52414	25369
1752	52439	25337
1753	52465	25305
1754	52488	25272
1755	52520	25243
1756	52547	25212
1757	52576	25181
1758	52601	25149
1759	52626	25117
1760	52649	25084
1761	52675	25052
1762	52705	25022
1763	52737	24993
1764	52764	24962
1765	52788	24929
1766	52812	24896
1767	52836	24864
1768	52862	24832
1769	52891	24802
1770	52922	24772
1771	52948	24740
1772	52974	24709
1773	53000	24677
1774	53023	24644
1775	53049	24613
1776	53073	24580
1777	53107	24552
1778	53130	24519
1779	53154	24487
1780	53179	24455
1781	53205	24423
1782	53231	24391
1783	53256	24359
1784	53287	24330
1785	53314	24299
1786	53338	24266
1787	53362	24233
1788	53387	24201
1789	53411	24169
1790	53437	24137
1791	53469	24109
1792	53494	24077
1793	53521	24045
1794	53547	24014
1795	53573	23982
1796	53594	23949
1797	53620	23917
1798	53647	23886
1799	53687	23861
1800	53715	23830
1801	53740	23798
1802	53765	23766
1803	53788	23733
1804	53815	23702
1805	53839	23670
1806	53872	23641
1807	53898	23610
1808	53923	23578
1809	53947	23545
1810	53972	23514
1811	53998	23482
1812	54022	23450
1813	54056	23422
1814	54081	23390
1815	54105	23358
1816	54129	23326
1817	54153	23293
1818	54178	23261
1819	54202	23229
1820	54234	23200
1821	54259	23168
1822	54283	23136
1823	54307	23104
1824	54331	23072
1825	54355	23040
1826	54380	23008
1827	54407	22977
1828	54441	22949
1829	54466	22917
1830	54491	22885
1831	54514	22853
1832	54541	22822
1833	54564	22789
1834	54590	22758
1835	54621	22729
1836	54654	22700
1837	54678	22668
1838	54707	22638
1839	54732	22606
1840	54759	22575
1841	54783	22544
1842	54808	22512
1843	54844	22484
1844	54870	22453
1845	54895	22422
1846	54921	22390
1847	54946	22359
1848	54972	22327
1849	54998	22296
1850	55032	22268
1851	55059	22237
1852	55086	22206
1853	55113	22176
1854	55139	22145
1855	55166	22114
1856	55190	22081
1857	55215	22050
1858	55249	22022
1859	55278	21992
1860	55304	21961
1861	55327	21928
1862	55351	21897
1863	55378	21866
1864	55403	21834
1865	55433	21805
1866	55465	21776
1867	55492	21745
1868	55517	21714
1869	55542	21682
1870	55570	21651
1871	55596	21621
1872	55629	21592
1873	55657	21562
1874	55685	21531
1875	55710	21500
1876	55735	21468
1877	55759	21436
1878	55785	21405
1879	55817	21376
1880	55846	21346
1881	55872	21315
1882	55898	21284
1883	55922	21252
1884	55947	21221
1885	55971	21189
1886	56002	21160
1887	56025	21128
1888	56053	21097
1889	56076	21065
1890	56103	21034
1891	56128	21003
1892	56153	20972
1893	56185	20943
1894	56217	20914
1895	56240	20882
1896	56263	20850
1897	56287	20818
1898	56314	20788
1899	56339	20756
1900	56369	20726
1901	56395	20696
1902	56419	20664
1903	56444	20633
1904	56469	20601
1905	56493	20570
1906	56520	20539
1907	56548	20509
1908	56580	20480
1909	56606	20449
1910	56632	20418
1911	56657	20387
1912	56684	20356
1913	56709	20325
1914	56732	20293
1915	56765	20264
1916	56789	20233
1917	56818	20203
1918	56844	20172
1919	56868	20141
1920	56892	20109
1921	56918	20078
1922	56952	20050
1923	56977	20019
1924	57002	19988
1925	57028	19956
1926	57053	19925
1927	57079	19894
1928	57105	19863
1929	57136	19834
1930	57159	19803
1931	57182	19771
1932	57206	19739
1933	57229	19707
1934	57254	19676
1935	57278	19645
1936	57301	19613
1937	57333	19584
1938	57359	19553
1939	57381	19521
1940	57406	19490
1941	57430	19458
1942	57454	19427
1943	57482	19397
1944	57516	19369
1945	57538	19337
1946	57566	19306
1947	57589	19275
1948	57616	19244
1949	57639	19213
1950	57665	19182
1951	57699	19154
1952	57724	19123
1953	57747	19091
1954	57772	19060
1955	57795	19028
1956	57819	18997
1957	57844	18966
1958	57877	18937
1959	57902	18906
1960	57925	18875
1961	57949	18843
1962	57974	18812
1963	58001	18782
1964	58025	18751
1965	58052	18721
1966	58082	18691
1967	58107	18660
1968	58133	18629
1969	58157	18598
1970	58184	18568
1971	58208	18536
1972	58232	18505
1973	58260	18475
1974	58293	18447
1975	58318	18416
1976	58345	18386
1977	58370	18355
1978	58396	18324
1979	58423	18294
1980	58447	18262
1981	58478	18233
1982	58504	18203
1983	58528	18172
1984	58554	18141
1985	58578	18110
1986	58602	18079
1987	58626	18047
1988	58657	18018
1989	58687	17989
1990	58714	17959
1991	58738	17928
1992	58764	17897
1993	58789	17866
1994	58816	17836
1995	58846	17807
1996	58871	17776
1997	58897	17745
1998	58923	17715
1999	58948	17684
2000	58974	17653
2001	59000	17623
2002	59029	17593
2003	59059	17564
2004	59084	17533
2005	59110	17503
2006	59134	17472
2007	59158	17441
2008	59182	17409
2009	59211	17380
2010	59240	17350
2011	59262	17319
2012	59286	17288
2013	59311	17257
2014	59335	17226
2015	59360	17195
2016	59386	17165
2017	59415	17135
2018	59447	17106
2019	59474	17076
2020	59499	17046
2021	59524	17015
2022	59549	16984
2023	59576	16954
2024	59600	16923
2025	59628	16893
2026	59660	16865
2027	59688	16835
2028	59713	16804
2029	59740	16774
2030	59766	16743
2031	59791	16713
2032	59815	16682
2033	59844	16653
2034	59871	16622
2035	59897	16592
2036	59922	16561
2037	59951	16532
2038	59976	16501
2039	60000	16470
2040	60028	16441
2041	60059	16411
2042	60083	16381
2043	60106	16349
2044	60130	16318
2045	60155	16288
2046	60179	16257
2047	60207	16227
2048	60243	16200
2049	60269	16169
2050	60293	16139
2051	60319	16108
2052	60346	16078
2053	60369	16047
2054	60396	16017
2055	60428	15988
2056	60456	15959
2057	60481	15928
2058	60507	15898
2059	60529	15866
2060	60555	15836
2061	60580	15806
2062	60608	15776
2063	60631	15745
2064	60657	15715
2065	60683	15684
2066	60708	15654
2067	60736	15624
2068	60762	15594
2069	60794	15565
2070	60819	15535
2071	60843	15504
2072	60870	15474
2073	60895	15444
2074	60918	15413
2075	60942	15382
2076	60971	15352
2077	61001	15323
2078	61027	15293
2079	61052	15263
2080	61080	15233
2081	61103	15202
2082	61129	15172
2083	61153	15141
2084	61182	15112
2085	61212	15083
2086	61237	15052
2087	61262	15022
2088	61287	14991
2089	61312	14961
2090	61339	14931
2091	61362	14900
2092	61390	14870
2093	61418	14841
2094	61442	14810
2095	61467	14780
2096	61493	14750
2097	61520	14720
2098	61543	14689
2099	61570	14659
2100	61598	14630
2101	61627	14600
2102	61653	14570
2103	61679	14540
2104	61708	14511
2105	61733	14480
2106	61757	14450
2107	61782	14419
2108	61814	14391
2109	61841	14361
2110	61865	14330
2111	61892	14300
2112	61918	14270
2113	61942	14240
2114	61964	14209
2115	61999	14181
2116	62025	14151
2117	62052	14121
2118	62077	14091
2119	62102	14060
2120	62127	14030
2121	62152	14000
2122	62186	13972
2123	62212	13942
2124	62236	13911
2125	62262	13881
2126	62286	13851
2127	62312	13821
2128	62338	13791
2129	62370	13762
2130	62393	13731
2131	62421	13702
2132	62446	13672
2133	62470	13641
2134	62495	13611
2135	62519	13581
2136	62545	13551
2137	62574	13521
2138	62598	13491
2139	62624	13461
2140	62650	13431
2141	62675	13401
2142	62701	13371
2143	62728	13341
2144	62755	13311
2145	62786	13282
2146	62812	13252
2147	62837	13222
2148	62862	13192
2149	62888	13162
2150	62915	13133
2151	62943	13103
2152	62977	13075
2153	63001	13044
2154	63028	13015
2155	63055	12985
2156	63079	12955
2157	63104	12924
2158	63126	12894
2159	63156	12865
2160	63186	12836
2161	63212	12806
2162	63242	12777
2163	63268	12747
2164	63293	12717
2165	63320	12687
2166	63350	12658
2167	63378	12628
2168	63405	12599
2169	63430	12569
2170	63457	12539
2171	63483	12509
2172	63508	12479
2173	63542	12451
2174	63569	12421
2175	63595	12391
2176	63619	12361
2177	63646	12331
2178	63670	12301
2179	63701	12272
2180	63733	12244
2181	63758	12213
2182	63785	12184
2183	63809	12154
2184	63832	12123
2185	63889	12099
2186	63928	12072
2187	63959	12043
2188	63987	12014
2189	64014	11984
2190	64041	11954
2191	64065	11924
2192	64097	11895
2193	64125	11866
2194	64150	11836
2195	64177	11806
2196	64204	11777
2197	64227	11746
2198	64252	11716
2199	64288	11688
2200	64314	11659
2201	64340	11629
2202	64363	11598
2203	64389	11569
2204	64413	11538
2205	64439	11509
2206	64471	11480
2207	64501	11451
2208	64528	11421
2209	64555	11392
2210	64580	11362
2211	64606	11332
2212	64636	11303
2213	64667	11274
2214	64698	11245
2215	64725	11215
2216	64755	11186
2217	64814	11162
2218	64899	11143
2219	64943	11116
2220	64996	11091
2221	65038	11064
2222	65079	11036
2223	65120	11009
2224	65169	10983
2225	65208	10956
2226	65251	10928
2227	65292	10901
2228	65330	10873
2229	65363	10845
2230	65392	10815
2231	65439	10789
2232	65488	10763
2233	65519	10734
2234	65553	10705
2235	65582	10676
2236	65622	10648
2237	65673	10622
2238	65713	10595
2239	65750	10567
2240	65783	10538
2241	65820	10510
2242	65861	10482
2243	65898	10454
2244	65930	10425
2245	65965	10397
2246	65998	10368
2247	66033	10339
2248	66072	10311
2249	66107	10283
2250	66148	10255
2251	66185	10227
2252	66215	10198
2253	66247	10169
2254	66284	10141
2255	66320	10112
2256	66353	10083
2257	66386	10055
2258	66426	10027
2259	66462	9998
2260	66503	9971
2261	66535	9942
2262	66574	9914
2263	66613	9886
2264	66651	9857
2265	66695	9830
2266	66727	9801
2267	66760	9772
2268	66800	9744
2269	66842	9717
2270	66887	9689
2271	66925	9661
2272	66960	9633
2273	66997	9604
2274	67029	9575
2275	67076	9548
2276	67112	9520
2277	67153	9492
2278	67193	9464
2279	67224	9435
2280	67280	9409
2281	67315	9380
2282	67355	9352
2283	67397	9324
2284	67456	9299
2285	67502	9272
2286	67548	9244
2287	67614	9220
2288	67655	9192
2289	67694	9163
2290	67730	9135
2291	67766	9106
2292	67806	9078
2293	67840	9049
2294	67893	9022
2295	67929	8994
2296	67963	8965
2297	67999	8936
2298	68032	8907
2299	68070	8878
2300	68102	8849
2301	68135	8820
2302	68169	8791
2303	68200	8761
2304	68249	8734
2305	68281	8705
2306	68313	8676
2307	68346	8647
2308	68385	8618
2309	68428	8590
2310	68464	8561
2311	68499	8532
2312	68536	8504
2313	68576	8475
2314	68617	8447
2315	68658	8419
2316	68696	8390
2317	68735	8362
2318	68780	8334
2319	68823	8306
2320	68861	8277
2321	68896	8248
2322	68930	8219
2323	68964	8190
2324	69007	8162
2325	69046	8133
2326	69085	8104
2327	69122	8076
2328	69158	8047
2329	69200	8018
2330	69243	7990
2331	69279	7961
2332	69319	7933
2333	69360	7904
2334	69402	7876
2335	69439	7847
2336	69475	7818
2337	69517	7790
2338	69564	7762
2339	69603	7733
2340	69645	7705
2341	69688	7677
2342	69724	7647
2343	69759	7618
2344	69815	7591
2345	69853	7562
2346	69888	7533
2347	69926	7504
2348	69974	7477
2349	70011	7448
2350	70069	7421
2351	70105	7392
2352	70143	7363
2353	70176	7333
2354	70216	7304
2355	70260	7276
2356	70295	7247
2357	70332	7218
2358	70366	7188
2359	70400	7159
2360	70439	7130
2361	70480	7101
2362	70514	7072
2363	70547	7042
2364	70577	7012
2365	70617	6984
2366	70664	6955
2367	70698	6926
2368	70734	6897
2369	70770	6867
2370	70806	6838
2371	70850	6810
2372	70887	6781
2373	70924	6751
2374	70962	6722
2375	70998	6693
2376	71045	6665
2377	71079	6635
2378	71118	6606
2379	71156	6577
2380	71191	6548
2381	71230	6518
2382	71263	6489
2383	71303	6460
2384	71342	6431
2385	71375	6401
2386	71413	6372
2387	71451	6343
2388	71486	6313
2389	71523	6284
2390	71556	6254
2391	71591	6225
2392	71639	6197
2393	71678	6167
2394	71724	6139
2395	71759	6109
2396	71800	6080
2397	71841	6051
2398	71875	6022
2399	71915	5992
2400	71958	5964
2401	72002	5935
2402	72045	5906
2403	72085	5877
2404	72119	5847
2405	72157	5818
2406	72190	5788
2407	72235	5759
2408	72272	5730
2409	72310	5700
2410	72347	5671
2411	72385	5641
2412	72430	5613
2413	72466	5583
2414	72503	5554
2415	72539	5524
2416	72575	5494
2417	72608	5465
2418	72652	5436
2419	72683	5406
2420	72717	5376
2421	72753	5346
2422	72787	5317
2423	72829	5287
2424	72864	5258
2425	72899	5228
2426	72932	5198
2427	72968	5169
2428	73006	5139
2429	73044	5110
2430	73078	5080
2431	73111	5050
2432	73142	5020
2433	73181	4990
2434	73217	4961
2435	73253	4931
2436	73286	4901
2437	73317	4871
2438	73352	4842
2439	73386	4812
2440	73423	4782
2441	73458	4752
2442	73490	4722
2443	73526	4693
2444	73558	4663
2445	73591	4633
2446	73634	4604
2447	73666	4574
2448	73698	4544
2449	73731	4514
2450	73769	4484
2451	73804	4454
2452	73843	4425
2453	73875	4395
2454	73909	4365
2455	73942	4335
2456	73972	4305
2457	74003	4275
2458	74045	4245
2459	74076	4215
2460	74110	4185
2461	74143	4155
2462	74176	4125
2463	74216	4096
2464	74249	4066
2465	74284	4036
2466	74316	4006
2467	74348	3976
2468	74386	3946
2469	74427	3917
2470	74464	3887
2471	74498	3857
2472	74532	3827
2473	74564	3797
2474	74600	3767
2475	74637	3737
2476	74668	3707
2477	74703	3677
2478	74736	3647
2479	74772	3618
2480	74809	3588
2481	74852	3558
2482	74884	3528
2483	74921	3498
2484	74956	3468
2485	74990	3438
2486	75022	3408
2487	75063	3379
2488	75098	3349
2489	75131	3319
2490	75164	3289
2491	75199	3259
2492	75238	3229
2493	75271	3199
2494	75302	3169
2495	75337	3139
2496	75370	3108
2497	75404	3078
2498	75438	3048
2499	75476	3019
2500	75511	2989
2501	75542	2958
2502	75573	2928
2503	75612	2898
2504	75653	2869
2505	75690	2839
2506	75724	2809
2507	75756	2778
2508	75789	2748
2509	75823	2718
2510	75864	2688
2511	75897	2658
2512	75932	2628
2513	75966	2598
2514	75998	2568
2515	76032	2538
2516	76072	2508
2517	76108	2478
2518	76142	2448
2519	76177	2418
2520	76212	2388
2521	76247	2358
2522	76288	2328
2523	76321	2298
2524	76351	2267
2525	76391	2237
2526	76423	2207
2527	76460	2177
2528	76496	2147
2529	76527	2117
2530	76559	2087
2531	76593	2057
2532	76630	2026
2533	76664	1996
2534	76697	1966
2535	76731	1936
2536	76760	1906
2537	76791	1875
2538	76829	1845
2539	76866	1815
2540	76897	1785
2541	76930	1755
2542	76962	1725
2543	76995	1694
2544	77026	1664
2545	77067	1634
2546	77102	1604
2547	77138	1574
2548	77175	1544
2549	77206	1513
2550	77248	1483
2551	77280	1453
2552	77312	1423
2553	77345	1393
2554	77379	1362
2555	77411	1332
2556	77448	1302
2557	77479	1272
2558	77512	1241
2559	77545	1211
2560	77577	1181
2561	77609	1151
2562	77650	1120
2563	77682	1090
2564	77713	1060
2565	77746	1030
2566	77782	999
2567	77814	969
2568	77851	939
2569	77885	909
2570	77918	878
2571	77950	848
2572	77986	818
2573	78021	788
2574	78059	757
2575	78093	727
2576	78123	697
2577	78162	667
2578	78198	636
2579	78233	606
2580	78271	576
2581	78303	545
2582	78337	515
2583	78368	485
2584	78400	454
2585	78433	424
2586	78469	394
2587	78500	363
2588	78534	333
2589	78569	303
2590	78602	273
2591	78635	242
2592	78678	212
2593	78711	182
2594	78743	151
2595	78777	121
2596	78809	91
2597	78845	60
2598	78882	30
2599	78914	0
