iter	RMSE
242	16.13183383
243	16.10759823
244	16.08655301
245	16.07552918
246	16.06989549
247	16.05404368
248	16.04805153
249	16.04272193
250	16.03674638
251	16.02134775
252	16.0139831
253	15.98756986
254	15.97321776
255	15.97038849
256	15.9621432
257	15.95752075
258	15.93828822
259	15.93437741
260	15.9281309
261	15.91810132
262	15.904787
263	15.88248611
264	15.87305066
265	15.86795493
266	15.85015681
267	15.84253395
268	15.83884401
269	15.8274741
270	15.81568073
271	15.80758494
272	15.79830612
273	15.7835004
274	15.78043869
275	15.77512848
276	15.76069934
277	15.7538405
278	15.74235189
279	15.73588497
280	15.70253944
281	15.69028452
282	15.68205509
283	15.66830377
284	15.65616902
285	15.64970624
286	15.64208551
287	15.6275584
288	15.60540167
289	15.5972855
290	15.58277282
291	15.56043455
292	15.55611238
293	15.52817843
294	15.52479183
295	15.51022754
296	15.49503674
297	15.47794422
298	15.46347031
299	15.45026153
300	15.43654826
301	15.42727356
302	15.41756893
303	15.40671852
304	15.39722484
305	15.38377764
306	15.37558181
307	15.36912631
308	15.35931929
309	15.35541159
310	15.35069874
311	15.33879581
312	15.33197449
313	15.32284539
314	15.3191752
315	15.31494059
316	15.30923931
317	15.29530574
318	15.28681551
319	15.27430271
320	15.26111495
321	15.25805813
322	15.24952099
323	15.24316691
324	15.2318056
325	15.2191491
326	15.21486836
327	15.2010964
328	15.19346293
329	15.16978145
330	15.15192801
331	15.13576157
332	15.12278366
333	15.11756833
334	15.11282479
335	15.10522352
336	15.09944908
337	15.09005025
338	15.08355807
339	15.068677
340	15.04622476
341	15.04095495
342	15.02581455
343	15.01963515
344	15.0095224
345	15.00088466
346	14.98921607
347	14.98426928
348	14.96716857
349	14.9604145
350	14.95210241
351	14.94067948
352	14.93727948
353	14.93171807
354	14.92870013
355	14.91350958
356	14.90019115
357	14.88788419
358	14.88266571
359	14.87494286
360	14.85988724
361	14.85225284
362	14.84789661
363	14.84067265
364	14.83410903
365	14.82515729
366	14.82145625
367	14.80963798
368	14.80263546
369	14.7894023
370	14.7880179
371	14.78350389
372	14.77626432
373	14.77092483
374	14.76272391
375	14.75756926
376	14.7473661
377	14.74453929
378	14.74135147
379	14.73868559
380	14.7230313
381	14.72147361
382	14.7086213
383	14.69754997
384	14.6851776
385	14.67231883
386	14.66355662
387	14.6572574
388	14.65122823
389	14.6446687
390	14.64042225
391	14.63348559
392	14.62291252
393	14.61762717
394	14.60223402
395	14.59603934
396	14.58608113
397	14.57838231
398	14.57098424
399	14.56445921
400	14.56070205
401	14.5587895
402	14.5533931
403	14.54738077
404	14.54394902
405	14.53680516
406	14.53359171
407	14.52599484
408	14.52267497
409	14.51081551
410	14.50931316
411	14.5056555
412	14.50152609
413	14.48855507
414	14.47603111
415	14.46922713
416	14.45560009
417	14.45296247
418	14.449576
419	14.44485149
420	14.44150764
421	14.43605907
422	14.42913824
423	14.41939283
424	14.41486834
425	14.41198341
426	14.40193681
427	14.39035185
428	14.36977333
429	14.36262372
430	14.35234167
431	14.34908122
432	14.3362614
433	14.33105251
434	14.32551764
435	14.31924909
436	14.31636612
437	14.31208621
438	14.30306997
439	14.29573351
440	14.29390263
441	14.28026269
442	14.2728705
443	14.26727139
444	14.26009731
445	14.2524986
446	14.24725536
447	14.24018239
448	14.23504534
449	14.22975944
450	14.22378468
451	14.21629109
452	14.21033723
453	14.20561309
454	14.20050553
455	14.19601548
456	14.18817085
457	14.18175033
458	14.17511084
459	14.17091559
460	14.16686116
461	14.16175067
462	14.15065638
463	14.14655748
464	14.14123983
465	14.13495434
466	14.11471658
467	14.11114106
468	14.10653823
469	14.10366191
470	14.09918147
471	14.09439488
472	14.08960673
473	14.08713335
474	14.08128151
475	14.07769801
476	14.07257127
477	14.06587704
478	14.05088818
479	14.04804094
480	14.04402656
481	14.03238216
482	14.02827534
483	14.02213296
484	14.00883143
485	14.00407295
486	14.00003921
487	13.99308079
488	13.98818912
489	13.98496316
490	13.9812819
491	13.97811579
492	13.97228022
493	13.95898376
494	13.95043908
495	13.94778572
496	13.94493085
497	13.93577015
498	13.93303862
499	13.92740224
500	13.92431108
501	13.9174773
502	13.90741262
503	13.90099743
504	13.89464165
505	13.89073651
506	13.87812834
507	13.87642294
508	13.87165586
509	13.86493082
510	13.85354997
511	13.85186289
512	13.84844333
513	13.84261688
514	13.83847933
515	13.83675058
516	13.82638768
517	13.82046452
518	13.81828163
519	13.81354462
520	13.8098354
521	13.80544901
522	13.80132053
523	13.79309764
524	13.78832186
525	13.78584463
526	13.78231297
527	13.76671369
528	13.7551685
529	13.75159318
530	13.74439073
531	13.73782977
532	13.72637927
533	13.7217559
534	13.7171591
535	13.71443557
536	13.7058163
537	13.69997223
538	13.68804087
539	13.68124891
540	13.67370243
541	13.66701781
542	13.66345009
543	13.65471941
544	13.65074644
545	13.64475677
546	13.63608624
547	13.62968377
548	13.62257684
549	13.61914488
550	13.60504426
551	13.59912774
552	13.58845214
553	13.5819982
554	13.5759592
555	13.57193268
556	13.56905933
557	13.56710135
558	13.56397327
559	13.55717244
560	13.54970679
561	13.54454741
562	13.54316795
563	13.53951808
564	13.53198168
565	13.52823175
566	13.52421813
567	13.52046998
568	13.51405126
569	13.51257178
570	13.50916188
571	13.50127931
572	13.49655326
573	13.49293939
574	13.48913511
575	13.48336319
576	13.47804502
577	13.47445202
578	13.47119042
579	13.45796764
580	13.4511572
581	13.44821142
582	13.44076352
583	13.43844902
584	13.43343485
585	13.42497138
586	13.4210568
587	13.4110321
588	13.40695886
589	13.39828897
590	13.39443812
591	13.38550651
592	13.37796299
593	13.37261913
594	13.3701094
595	13.36816949
596	13.36264143
597	13.36027178
598	13.35681111
599	13.35504416
600	13.34302489
601	13.33691783
602	13.33315202
603	13.32866497
604	13.31804824
605	13.30695102
606	13.30216606
607	13.29827561
608	13.29574325
609	13.2879793
610	13.2839612
611	13.27737067
612	13.27493472
613	13.2703772
614	13.26841196
615	13.25747304
616	13.25468542
617	13.24676283
618	13.2452323
619	13.23605031
620	13.23025842
621	13.22657532
622	13.22090779
623	13.21953716
624	13.21654797
625	13.20970164
626	13.20632146
627	13.20272686
628	13.19434315
629	13.18671592
630	13.17819944
631	13.17255518
632	13.16407232
633	13.15290665
634	13.14881826
635	13.14785607
636	13.1453987
637	13.14053562
638	13.13702787
639	13.13368233
640	13.1261603
641	13.11543955
642	13.11018213
643	13.10552474
644	13.09903207
645	13.09182161
646	13.0845437
647	13.08281412
648	13.07770807
649	13.07304513
650	13.06907994
651	13.06235673
652	13.05522584
653	13.04780704
654	13.04349146
655	13.0407655
656	13.03715425
657	13.03049986
658	13.02685353
659	13.02537015
660	13.01820949
661	13.01664949
662	13.01036181
663	13.00732248
664	13.00095999
665	12.99686952
666	12.99640085
667	12.99014852
668	12.9843388
669	12.98087653
670	12.97869436
671	12.97580926
672	12.97058763
673	12.96564421
674	12.95344341
675	12.95001424
676	12.94960006
677	12.94192366
678	12.9390871
679	12.9377845
680	12.93180647
681	12.92767076
682	12.92113224
683	12.9171202
684	12.91242313
685	12.90826806
686	12.90468512
687	12.90377526
688	12.90230624
689	12.90087954
690	12.89858428
691	12.89212211
692	12.88516467
693	12.8800925
694	12.87921978
695	12.87505378
696	12.8701073
697	12.86819315
698	12.86433762
699	12.86154042
700	12.85688104
701	12.8524166
702	12.84876665
703	12.84660223
704	12.84464878
705	12.84074846
706	12.8394969
707	12.8376727
708	12.83469958
709	12.83063854
710	12.82603419
711	12.81721288
712	12.80608364
713	12.80404707
714	12.80054539
715	12.7977973
716	12.79563398
717	12.79405393
718	12.79068286
719	12.78498765
720	12.78205185
721	12.78086721
722	12.77872802
723	12.7733068
724	12.76972656
725	12.76760464
726	12.76165911
727	12.75222311
728	12.74640875
729	12.73771464
730	12.73117829
731	12.7288411
732	12.72592965
733	12.72557316
734	12.72282276
735	12.71843931
736	12.71523903
737	12.71445422
738	12.7096298
739	12.70577188
740	12.70230898
741	12.70002138
742	12.69797632
743	12.69437584
744	12.69092146
745	12.68896561
746	12.68419047
747	12.68004937
748	12.67219201
749	12.66934173
750	12.66541253
751	12.66024274
752	12.65776116
753	12.65293795
754	12.65146842
755	12.64477486
756	12.64118944
757	12.63856554
758	12.63691827
759	12.63417311
760	12.63075011
761	12.62848988
762	12.62385405
763	12.61023015
764	12.60663438
765	12.60016394
766	12.5929873
767	12.59005613
768	12.58876406
769	12.58697829
770	12.58275637
771	12.58032131
772	12.57636221
773	12.57568435
774	12.57469764
775	12.57243208
776	12.56583344
777	12.56251462
778	12.56025597
779	12.55910668
780	12.5553943
781	12.55206224
782	12.55011483
783	12.54302515
784	12.5421289
785	12.53981534
786	12.53535366
787	12.53103665
788	12.52330947
789	12.51439108
790	12.51045452
791	12.50829925
792	12.50433186
793	12.49839496
794	12.49393689
795	12.49123899
796	12.48847977
797	12.48413563
798	12.48163297
799	12.47910494
800	12.4776887
801	12.47620653
802	12.47500854
803	12.47227787
804	12.46781593
805	12.4639391
806	12.45469717
807	12.44849707
808	12.44291324
809	12.4347577
810	12.42912141
811	12.42411984
812	12.42267008
813	12.42130591
814	12.4162165
815	12.41457643
816	12.40878665
817	12.4063695
818	12.40391081
819	12.39894416
820	12.39473957
821	12.39211319
822	12.39055712
823	12.3880979
824	12.38328836
825	12.37408552
826	12.36786132
827	12.36532784
828	12.36321499
829	12.35740571
830	12.350183
831	12.34563961
832	12.33933257
833	12.33675237
834	12.33393115
835	12.33117459
836	12.3294596
837	12.32459343
838	12.32083699
839	12.31733663
840	12.31447392
841	12.31072436
842	12.30700908
843	12.30279362
844	12.29746236
845	12.29464029
846	12.29112787
847	12.29081634
848	12.28382618
849	12.28189361
850	12.27807511
851	12.27582623
852	12.27100471
853	12.26478568
854	12.2541326
855	12.25016626
856	12.24812039
857	12.24454544
858	12.24250247
859	12.23890432
860	12.23347604
861	12.2303846
862	12.22476991
863	12.22067037
864	12.21594781
865	12.2066991
866	12.1996145
867	12.19437668
868	12.18977176
869	12.18634365
870	12.18518512
871	12.18258803
872	12.18086699
873	12.17459088
874	12.17110868
875	12.16869714
876	12.15827031
877	12.1489374
878	12.14665067
879	12.1452842
880	12.14289469
881	12.13499408
882	12.12695156
883	12.12450215
884	12.11717502
885	12.10983551
886	12.10301282
887	12.09912685
888	12.09361299
889	12.09003288
890	12.08438515
891	12.08169623
892	12.07972266
893	12.07527697
894	12.07172907
895	12.06893811
896	12.06608571
897	12.06380156
898	12.06208878
899	12.05940792
900	12.05139132
901	12.04618115
902	12.04219837
903	12.03825895
904	12.03636263
905	12.03225094
906	12.03045112
907	12.02860641
908	12.0208695
909	12.01885705
910	12.01371381
911	12.01146854
912	12.00763105
913	12.00476889
914	11.9996283
915	11.99450675
916	11.99308206
917	11.98838312
918	11.98672305
919	11.98463973
920	11.97403239
921	11.97127129
922	11.96674623
923	11.95892999
924	11.95172558
925	11.95049305
926	11.94709852
927	11.94206742
928	11.93944583
929	11.93695285
930	11.93573288
931	11.92976992
932	11.92405871
933	11.92203853
934	11.91998474
935	11.91553421
936	11.90690724
937	11.90570017
938	11.90318696
939	11.90081427
940	11.89829306
941	11.89582146
942	11.8926367
943	11.89027635
944	11.8854086
945	11.87856303
946	11.87438485
947	11.86662311
948	11.86401249
949	11.86084472
950	11.85690113
951	11.84972234
952	11.84530663
953	11.83929277
954	11.82982707
955	11.82588014
956	11.82192833
957	11.81841317
958	11.81541035
959	11.80669406
960	11.80425045
961	11.80159298
962	11.79736165
963	11.79019886
964	11.78675781
965	11.78479664
966	11.78197329
967	11.77920205
968	11.7729891
969	11.76898401
970	11.76679161
971	11.76520877
972	11.76186752
973	11.75585671
974	11.75249812
975	11.74379436
976	11.74246676
977	11.73812317
978	11.73441105
979	11.73105183
980	11.72706943
981	11.72348553
982	11.72108164
983	11.71419133
984	11.70914539
985	11.70574079
986	11.69857494
987	11.69407939
988	11.68628399
989	11.68293846
990	11.67917005
991	11.67460003
992	11.66989093
993	11.66754949
994	11.66656726
995	11.66521533
996	11.65861183
997	11.6500403
998	11.64753249
999	11.64641886
1000	11.64283694
1001	11.63888694
1002	11.63805786
1003	11.62972981
1004	11.62624083
1005	11.61969401
1006	11.6164547
1007	11.61311076
1008	11.61140472
1009	11.60893561
1010	11.60780546
1011	11.60600637
1012	11.60242787
1013	11.600296
1014	11.59988042
1015	11.59830046
1016	11.59134278
1017	11.58944273
1018	11.58333158
1019	11.58080911
1020	11.57680443
1021	11.57164311
1022	11.56922152
1023	11.56466279
1024	11.56205632
1025	11.55259575
1026	11.55114782
1027	11.54846614
1028	11.54628976
1029	11.54393251
1030	11.54168843
1031	11.53840492
1032	11.53695751
1033	11.53475244
1034	11.53157952
1035	11.52817788
1036	11.52585381
1037	11.52522486
1038	11.52162157
1039	11.51759108
1040	11.51635545
1041	11.51145618
1042	11.50904125
1043	11.50599999
1044	11.50503448
1045	11.50028875
1046	11.49765232
1047	11.49428139
1048	11.48786121
1049	11.48585177
1050	11.48277979
1051	11.4801461
1052	11.47730659
1053	11.47611185
1054	11.47512774
1055	11.47237093
1056	11.46947747
1057	11.46760599
1058	11.46609497
1059	11.46272792
1060	11.46023093
1061	11.45917031
1062	11.45761244
1063	11.45645016
1064	11.45268553
1065	11.45034373
1066	11.44559298
1067	11.44258993
1068	11.44008162
1069	11.43831517
1070	11.4361536
1071	11.43371304
1072	11.43234235
1073	11.42588958
1074	11.4241368
1075	11.42210741
1076	11.42009982
1077	11.41899207
1078	11.41625105
1079	11.41519398
1080	11.41267486
1081	11.40996713
1082	11.40767454
1083	11.40549034
1084	11.40440241
1085	11.40182876
1086	11.39940277
1087	11.3981236
1088	11.38867388
1089	11.38269732
1090	11.37982892
1091	11.37490069
1092	11.37264519
1093	11.36994259
1094	11.36524996
1095	11.35774544
1096	11.35354507
1097	11.34850924
1098	11.34559341
1099	11.34116486
1100	11.33644997
1101	11.33461842
1102	11.33152178
1103	11.32729965
1104	11.32582288
1105	11.32002213
1106	11.31588113
1107	11.31390809
1108	11.31175124
1109	11.30723137
1110	11.30347621
1111	11.30102587
1112	11.29898191
1113	11.29632118
1114	11.29435796
1115	11.29163091
1116	11.28949267
1117	11.28742287
1118	11.28560771
1119	11.2837586
1120	11.28165384
1121	11.27967545
1122	11.27719536
1123	11.27528882
1124	11.27332129
1125	11.27130663
1126	11.26979528
1127	11.26405439
1128	11.26221815
1129	11.25891431
1130	11.25652629
1131	11.25314199
1132	11.25175972
1133	11.24781751
1134	11.24515853
1135	11.24187879
1136	11.23599377
1137	11.2347735
1138	11.23325447
1139	11.23162871
1140	11.23049176
1141	11.22942394
1142	11.22671735
1143	11.22296724
1144	11.22072508
1145	11.21957833
1146	11.21923697
1147	11.21474576
1148	11.20803354
1149	11.20400179
1150	11.20159648
1151	11.20069233
1152	11.19975794
1153	11.19827748
1154	11.19571681
1155	11.19335286
1156	11.19106384
1157	11.1867839
1158	11.18552817
1159	11.18266101
1160	11.18039548
1161	11.1774506
1162	11.17499584
1163	11.17047289
1164	11.16658338
1165	11.16232045
1166	11.15924802
1167	11.15565571
1168	11.15341913
1169	11.15068301
1170	11.14729516
1171	11.14569878
1172	11.14189195
1173	11.14066867
1174	11.13710263
1175	11.13381456
1176	11.13288256
1177	11.1310826
1178	11.12889977
1179	11.12659341
1180	11.12102654
1181	11.11936513
1182	11.11365979
1183	11.1116579
1184	11.11025209
1185	11.10832274
1186	11.10630905
1187	11.10135842
1188	11.0975367
1189	11.09605556
1190	11.09226836
1191	11.08906763
1192	11.0851445
1193	11.08317664
1194	11.07926841
1195	11.0753028
1196	11.06984124
1197	11.06674662
1198	11.06516134
1199	11.06163027
1200	11.0579247
1201	11.05520963
1202	11.05060501
1203	11.04930719
1204	11.04283272
1205	11.03928736
1206	11.03599768
1207	11.03465802
1208	11.03423261
1209	11.03255989
1210	11.03027524
1211	11.02831622
1212	11.02499586
1213	11.02107255
1214	11.01799228
1215	11.01378194
1216	11.01155421
1217	11.0097695
1218	11.00429266
1219	11.00178335
1220	10.99853519
1221	10.99404125
1222	10.99260936
1223	10.98654794
1224	10.98512686
1225	10.9797223
1226	10.97702027
1227	10.97434207
1228	10.96960299
1229	10.96754309
1230	10.96610878
1231	10.9619971
1232	10.96024821
1233	10.95782195
1234	10.95326805
1235	10.95274358
1236	10.94757397
1237	10.94447486
1238	10.94166215
1239	10.9404949
1240	10.9388794
1241	10.93840204
1242	10.93389665
1243	10.9313283
1244	10.92619751
1245	10.92205665
1246	10.92045314
1247	10.91565452
1248	10.91295183
1249	10.91056221
1250	10.90947924
1251	10.90570768
1252	10.90384103
1253	10.89698359
1254	10.8949975
1255	10.89395325
1256	10.89181243
1257	10.8908263
1258	10.88823002
1259	10.8848842
1260	10.88397544
1261	10.88100159
1262	10.8787191
1263	10.87511512
1264	10.8735689
1265	10.87022862
1266	10.86822082
1267	10.8657494
1268	10.86217134
1269	10.85991824
1270	10.85510574
1271	10.85293491
1272	10.85057097
1273	10.84985437
1274	10.84586462
1275	10.84501822
1276	10.84163737
1277	10.84081069
1278	10.83475602
1279	10.83044939
1280	10.82851355
1281	10.82566584
1282	10.82321652
1283	10.82128874
1284	10.81875744
1285	10.8138403
1286	10.8127674
1287	10.81160567
1288	10.80612186
1289	10.80279839
1290	10.80191362
1291	10.7989086
1292	10.79796694
1293	10.79483062
1294	10.79368604
1295	10.79187579
1296	10.78608295
1297	10.78352219
1298	10.78060778
1299	10.77588007
1300	10.77232734
1301	10.76894542
1302	10.76537081
1303	10.76160264
1304	10.75720887
1305	10.75324733
1306	10.74885738
1307	10.74554331
1308	10.74515573
1309	10.74397731
1310	10.74324879
1311	10.73890645
1312	10.73595167
1313	10.73477737
1314	10.73314798
1315	10.7293135
1316	10.72793764
1317	10.72304913
1318	10.71842756
1319	10.71215586
1320	10.70838106
1321	10.7046507
1322	10.70319118
1323	10.70170057
1324	10.69980472
1325	10.69486057
1326	10.69438413
1327	10.69238225
1328	10.69025081
1329	10.68565672
1330	10.68126309
1331	10.67798683
1332	10.67409221
1333	10.67041171
1334	10.66847039
1335	10.66551246
1336	10.66370292
1337	10.66227727
1338	10.66091665
1339	10.65848052
1340	10.65581574
1341	10.65049874
1342	10.64638459
1343	10.64287212
1344	10.64049263
1345	10.63711081
1346	10.63529753
1347	10.63222851
1348	10.62549489
1349	10.62500788
1350	10.62432656
1351	10.61665592
1352	10.61280188
1353	10.61005871
1354	10.60589611
1355	10.60313334
1356	10.601802
1357	10.59948131
1358	10.59709938
1359	10.59492526
1360	10.59193272
1361	10.5898193
1362	10.58528778
1363	10.58423169
1364	10.58257821
1365	10.577868
1366	10.5752063
1367	10.57212403
1368	10.56951581
1369	10.56732344
1370	10.56564167
1371	10.56211135
1372	10.55688128
1373	10.55599945
1374	10.55433126
1375	10.5487872
1376	10.54713079
1377	10.54508003
1378	10.54270567
1379	10.54035627
1380	10.53761739
1381	10.53342485
1382	10.52985542
1383	10.52782854
1384	10.52559434
1385	10.52291393
1386	10.51812482
1387	10.51647043
1388	10.51438573
1389	10.5111362
1390	10.50950171
1391	10.50710673
1392	10.50585808
1393	10.50343257
1394	10.4986754
1395	10.49594628
1396	10.49359424
1397	10.49189977
1398	10.4887515
1399	10.48634978
1400	10.48462519
1401	10.48062447
1402	10.47788509
1403	10.47672455
1404	10.47607114
1405	10.47478632
1406	10.4724236
1407	10.46986509
1408	10.46945842
1409	10.46731746
1410	10.46597826
1411	10.46372747
1412	10.45679157
1413	10.45486147
1414	10.45366833
1415	10.45171259
1416	10.44958834
1417	10.44620749
1418	10.44374692
1419	10.44235906
1420	10.44097384
1421	10.43817767
1422	10.43676137
1423	10.43544772
1424	10.43321159
1425	10.43229836
1426	10.43063029
1427	10.42920842
1428	10.42484826
1429	10.42338048
1430	10.42202546
1431	10.41669299
1432	10.41464414
1433	10.41434533
1434	10.41327994
1435	10.41073953
1436	10.40853172
1437	10.40284108
1438	10.39918382
1439	10.39821547
1440	10.39440379
1441	10.38870995
1442	10.38817196
1443	10.38636386
1444	10.3851229
1445	10.38376159
1446	10.37983008
1447	10.37412997
1448	10.36746175
1449	10.36402834
1450	10.36217719
1451	10.3575074
1452	10.35455116
1453	10.35367325
1454	10.35285945
1455	10.3520679
1456	10.34984715
1457	10.34833633
1458	10.34569391
1459	10.3444523
1460	10.34279895
1461	10.34214134
1462	10.33999976
1463	10.33724643
1464	10.33436914
1465	10.33052969
1466	10.32978786
1467	10.32879931
1468	10.32780292
1469	10.32736648
1470	10.32341373
1471	10.32094102
1472	10.31852656
1473	10.3141361
1474	10.30919736
1475	10.30405124
1476	10.30131116
1477	10.29874748
1478	10.2972979
1479	10.29459679
1480	10.29247359
1481	10.28692543
1482	10.28337007
1483	10.27955268
1484	10.27655778
1485	10.2754288
1486	10.27338473
1487	10.26982774
1488	10.26587335
1489	10.26250207
1490	10.25872034
1491	10.25374437
1492	10.25200229
1493	10.25011246
1494	10.24612016
1495	10.24158293
1496	10.23951679
1497	10.23647284
1498	10.23068189
1499	10.22938385
1500	10.22788792
1501	10.2235878
1502	10.22200057
1503	10.21933447
1504	10.21828257
1505	10.21545093
1506	10.21210221
1507	10.20914295
1508	10.20700374
1509	10.20529164
1510	10.20013257
1511	10.19874946
1512	10.19577858
1513	10.19462194
1514	10.19364398
1515	10.19179361
1516	10.19055404
1517	10.18890338
1518	10.18590882
1519	10.18377883
1520	10.18166638
1521	10.18043076
1522	10.1788997
1523	10.17395518
1524	10.17183554
1525	10.1702936
1526	10.16686602
1527	10.16252548
1528	10.16145907
1529	10.15429105
1530	10.15324884
1531	10.15187271
1532	10.14948309
1533	10.14718767
1534	10.14600061
1535	10.14533022
1536	10.14299874
1537	10.14268878
1538	10.14102111
1539	10.13937458
1540	10.1374618
1541	10.13590376
1542	10.13385695
1543	10.13154967
1544	10.13020844
1545	10.12811203
1546	10.12494467
1547	10.1238749
1548	10.12305489
1549	10.11666219
1550	10.11583137
1551	10.11095388
1552	10.10851693
1553	10.1070808
1554	10.10299656
1555	10.09483094
1556	10.09151868
1557	10.08913118
1558	10.0836734
1559	10.08059503
1560	10.07799597
1561	10.0760144
1562	10.07328736
1563	10.0721968
1564	10.07062758
1565	10.06789052
1566	10.06651398
1567	10.06512906
1568	10.06045691
1569	10.05841721
1570	10.05405596
1571	10.05141353
1572	10.04977878
1573	10.04908829
1574	10.04572604
1575	10.04206633
1576	10.03854654
1577	10.03684261
1578	10.03477687
1579	10.03186203
1580	10.02860838
1581	10.02742214
1582	10.02519045
1583	10.02167091
1584	10.02051591
1585	10.01778093
1586	10.01412712
1587	10.01278988
1588	10.01025652
1589	10.00801092
1590	10.00621093
1591	10.00292156
1592	10.00025134
1593	9.999219554
1594	9.997054388
1595	9.991398618
1596	9.989883351
1597	9.987007413
1598	9.983855271
1599	9.981827311
1600	9.980594223
1601	9.978730734
1602	9.976862806
1603	9.973235123
1604	9.971870127
1605	9.97067531
1606	9.963035989
1607	9.956756679
1608	9.955858675
1609	9.952661493
1610	9.951035168
1611	9.949364553
1612	9.947896197
1613	9.946896009
1614	9.94531808
1615	9.944520284
1616	9.942705017
1617	9.941760692
1618	9.937250032
1619	9.934980169
1620	9.933050648
1621	9.932377487
1622	9.931931771
1623	9.926755344
1624	9.925067829
1625	9.92280217
1626	9.92209524
1627	9.917665121
1628	9.91576161
1629	9.91488601
1630	9.914031901
1631	9.912321353
1632	9.910168843
1633	9.909099167
1634	9.907277863
1635	9.905356876
1636	9.903054094
1637	9.901045317
1638	9.896785783
1639	9.89569256
1640	9.894683954
1641	9.893128575
1642	9.891251345
1643	9.89003429
1644	9.883674476
1645	9.881598685
1646	9.877373056
1647	9.875977792
1648	9.874944186
1649	9.870937505
1650	9.866207378
1651	9.865531652
1652	9.864429902
1653	9.860900859
1654	9.859838276
1655	9.858594221
1656	9.857213905
1657	9.853541935
1658	9.852452719
1659	9.850063249
1660	9.847568162
1661	9.846072095
1662	9.843451681
1663	9.842366583
1664	9.841568544
1665	9.839283757
